supplier_profile_id,account_id,name,certified,indigenous_marketplace,services_all_australia,states,annual_revenue,employees,ownership_structure,services
a1GOd0000045SnlMAE,001Od00000JPBfEIAX,INDIGENOUS MANA LIMITED,Registered,No,No,,$50K to $500K,4,Not-for-Profit (NFP),Youth services; Cultural competence training and programs; Cultural events services; Sporting events; Sport & recreation services
a1GOd0000045PoHMAU,001Od00000OjVhmIAF,Indigenous Road Safety Academy,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Vehicle driving schools services; Vehicle driving schools services
a1G7F000000SlUxUAK,0017F00000ivcPdQAI,Wakool Indigenous Corporation,Registered,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,3,Aboriginal Corporation (Registered with ORIC),Community & social services; Indigenous & Aboriginal support services & programs; Remote & regional development programs; Environmental impact assessments; Heritage advisory services; Community & social services; Indigenous & Aboriginal support services & programs; Remote & regional development programs; Environmental impact assessments; Heritage advisory services; Community & social services; Indigenous & Aboriginal support services & programs; Remote & regional development programs; Environmental impact assessments; Heritage advisory services
a1G8w00000053P7EAI,0018w000002xDjbAAE,Indigenous Contractors Australia Pty Ltd.,Certified,No,No,"NT, QLD",$500K to $1M,2,Incorporated Joint Venture,Commercial or industrial construction; Construction operations; Demolition services; Transportable & demountable buildings; Commercial or industrial construction; Construction operations; Demolition services; Asbestos removal; Commercial or industrial construction; Construction operations; Demolition services; Transportable & demountable buildings; Commercial or industrial construction; Construction operations; Demolition services; Asbestos removal; Commercial or industrial construction; Construction operations; Demolition services; Transportable & demountable buildings; Commercial or industrial construction; Construction operations; Demolition services; Asbestos removal
a1GOd00000432pNMAQ,001Od00000NnWucIAF,SUSTAINABLE INDIGENOUS SYSTEMS GLOBAL PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),PFAS remediation
a1GOd0000042JgzMAE,001Od00000O8tb2IAB,WILLYAMA INDIGENOUS SOCIAL ENTERPRISES PTY LIMITED,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Computer hardware; IT & ICT services; Printing services; Promotional items; Other signage & sign writing
a1G8w0000005iq4EAA,0018w000004aRj5AAE,INDIGENOUS SERVICES AUSTRALIA PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Management consulting & consultants; Cultural awareness training; Cultural competence training and programs; Management consulting & consultants; Cultural awareness training; Cultural competence training and programs
a1G7F000000Sll2UAC,0017F00000ivcKXQAY,Building Indigenous Capability Pty Ltd,Registered,No,No,,$50K to $500K,2,Corporation (Pty Ltd),Business & strategic planning services; Management consulting & consultants; Content development & instructional design; Cultural awareness training; RAP implementation and assistance; Business & strategic planning services; Management consulting & consultants; Content development & instructional design; Cultural awareness training; RAP implementation and assistance
a1G7F000000SliJUAS,0017F00000iviBTQAY,NSW Indigenous Chamber of Commerce Inc,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,8,Not-for-Profit (NFP),Vocational education & training
a1GOd000003kR8LMAU,0018w000004i9JdAAI,Cultural Nexus Indigenous Corporation,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,0,Aboriginal Corporation (Registered with ORIC),Recruitment; Recruitment
a1G7F000000vBF9UAM,0017F00001TL4xwQAD,TRACKS INDIGENOUS SERVICES PTY LTD,Certified,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,4,Corporation (Pty Ltd),Procurement services; Mentoring and coaching; Training & development; Labour hire; Recruitment; Procurement services; Mentoring and coaching; Training & development; Labour hire; Recruitment
a1GOd000003rzurMAA,001Od00000MDKcIIAX,NSR INDIGENOUS PTY LTD,Registered,No,No,WA,$0 to $50K,4,Corporation (Pty Ltd),Access equipment & platforms; Access equipment hire; Access equipment purchase; 4wd hire or purchase; Other vehicle hire or purchase; Access equipment & platforms; Access equipment hire; Access equipment purchase; 4wd hire or purchase; Other vehicle hire or purchase
a1GOd000003rN81MAE,001Od00000ESApOIAX,THE AUSTRALIAN INDIGENOUS RESEARCH FOUNDATION PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),"Scientific research services; Academic research; Alternative & holistic medicine; Health research, surveys & evaluation; Medical science research services; Scientific research services; Academic research; Alternative & holistic medicine; Health research, surveys & evaluation; Medical science research services; Scientific research services; Academic research; Alternative & holistic medicine; Health research, surveys & evaluation; Medical science research services; Scientific research services; Academic research; Alternative & holistic medicine; Health research, surveys & evaluation; Medical science research services"
a1G8w0000005IPAEA2,0018w000004PKK2AAO,INDIGENOUS EMPLOYMENT PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,4,Corporation (Pty Ltd),Employment digital platform
a1G2t000000fVhnEAE,0012t000009yxnjAAA,Indigenous Civil Services Pty Ltd,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",Over $10M,5,Corporation (Pty Ltd),Heavy construction; Heavy construction; Backhoes hire; Bobcat hire; Equipment hire; Excavators hire; Heavy construction; Heavy construction; Backhoes hire; Bobcat hire; Equipment hire; Excavators hire
a1GOd000003iKCbMAM,001Od00000K55JtIAJ,TARDIS INDIGENOUS PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Community engagement & consultation services; Human resources development; Payroll & HRMIS services; Recruitment
a1GOd000003iENJMA2,001Od00000Et7sCIAR,GOHA INDIGENOUS PLANNING AND DEVELOPMENT PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Land use planning; Urban design & master planning; Remote & regional development programs; Social research services; Community engagement & consultation services; Land use planning; Urban design & master planning; Remote & regional development programs; Social research services; Community engagement & consultation services
a1G7F0000003JhWUAU,0017F00000yR8PqQAK,Indigenous Services Group,Registered,No,No,NSW,$50K to $500K,4,Sole Trader,Indigenous & Aboriginal support services & programs; Business & strategic planning services; Community and business development; Mentoring and coaching; Dispute resolution & mediation services; Indigenous & Aboriginal support services & programs; Business & strategic planning services; Community and business development; Mentoring and coaching; Dispute resolution & mediation services; Indigenous & Aboriginal support services & programs; Business & strategic planning services; Community and business development; Mentoring and coaching; Dispute resolution & mediation services
a1GOd000003cZ9VMAU,001Od00000Iyv6AIAR,DEADLY INDIGENOUS GROUP PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Civil construction; Highway and road construction; Civil construction; General construction; Highway and road construction; 4wd hire or purchase; Civil construction; Highway and road construction; Civil construction; General construction; Highway and road construction; 4wd hire or purchase
a1GOd000003cLw9MAE,001Od00000IyerXIAR,ALL SAFE TRAFFIC INDIGENOUS SERVICES PTY LTD,Registered,No,No,NSW,$0 to $50K,1,Corporation (Pty Ltd),Other traffic facilities; Traffic management & control equipment; Traffic management & control services; Traffic & crowd control equipment; Other traffic facilities; Traffic management & control equipment; Traffic management & control services; Traffic & crowd control equipment; Other traffic facilities; Traffic management & control equipment; Traffic management & control services; Traffic & crowd control equipment
a1GOd000003YGmzMAG,001Od00000HF58rIAD,JANDU INDIGENOUS CONSULTANTS,Registered,No,No,WA,$50K to $500K,1,Sole Trader,Land management services; Land management services; Land management services; Land management services; Land management services
a1GOd000003GAUjMAO,001Od00000EUnL3IAL,Lead Nation Indigenous Corporation,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,3,Aboriginal Corporation (Registered with ORIC),Community engagement & consultation services; New business and start up consultation; Community engagement & consultation services; New business and start up consultation
a1GOd000003WlGbMAK,001Od00000HoIRVIA3,Execab Cable Indigenous Corporation,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Aboriginal Corporation (Registered with ORIC),Plastics manufacturing & engineering; Networking products; Radio & wireless communication products; Telecommunication services; Industrial production; Plastics manufacturing & engineering; Networking products; Radio & wireless communication products; Telecommunication services; Industrial production
a1GOd000003VMybMAG,001Od00000G9aPeIAJ,DEVELOPING INDIGENOUS GENERATIONS GROUP PTY LTD,Registered,No,No,NT,$500K to $1M,0,Corporation (Pty Ltd),"Concreting; Plumbing maintenance supplies & services; Refrigeration installation, repairs and maintenance; Civil construction; Other civil construction materials & services; Civil construction; Other civil construction materials & services; Concreting; Plumbing maintenance supplies & services; Refrigeration installation, repairs and maintenance; Concreting; Plumbing maintenance supplies & services; Refrigeration installation, repairs and maintenance; Civil construction; Other civil construction materials & services; Civil construction; Other civil construction materials & services; Concreting; Plumbing maintenance supplies & services; Refrigeration installation, repairs and maintenance; Concreting; Plumbing maintenance supplies & services; Refrigeration installation, repairs and maintenance; Civil construction; Other civil construction materials & services; Concreting; Plumbing maintenance supplies & services; Refrigeration installation, repairs and maintenance"
a1GOd000003UnO9MAK,001Od00000HhPpNIAV,INDIGENOUS SHARED SERVICES GROUP PTY LTD,Registered,No,No,WA,$0 to $50K,19,Corporation (Pty Ltd),Business & strategic planning services; Accounting & audit; Shared services; Human resources development; Workplace health & safety services; Business & strategic planning services; Accounting & audit; Shared services; Human resources development; Workplace health & safety services
a1G2t000000edi0EAA,0012t000004bhyTAAQ,ASSETLINK INDIGENOUS SERVICES PTY LTD,Certified,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",Over $10M,100,Incorporated Joint Venture,Commercial cleaning; Grounds maintenance; Hygiene services; Security & personal safety services; Waste management & landfill services; Commercial cleaning; Grounds maintenance; Hygiene services; Security & personal safety services; Waste management & landfill services
a1GOd000003R7EzMAK,001Od00000GrzQjIAJ,Boorarka Indigenous Corporation,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,0,Aboriginal Corporation (Registered with ORIC),"Policy review and evaluation; Academic research; Adult & community education programs; Monitoring & evaluation; Health research, surveys & evaluation"
a1GOd000003PUSbMAO,001Od00000FcX2RIAV,DISTINCT AIR SERVICES INDIGENOUS CORPORATION,Certified,No,No,,$50K to $500K,3,Aboriginal Corporation (Registered with ORIC),Air conditioner installation (commercial and domestic); Air conditioning maintenance & services; Air conditioner installation (commercial and domestic); Air conditioning maintenance & services; Building management & control systems; Mechanical plant equipment; Mechanical services & installation
a1GOd000002iEyzMAE,001Od000008hhI6IAI,STRATEGIC INDIGENOUS SOLUTIONS,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,2,Partnership,Business & strategic planning services; Management consulting & consultants; Project management; Website development & hosting services; Branding
a1GOd000003NkWfMAK,0017F00000sotERQAY,Indigenous Mining Services Pty Ltd,Registered,No,No,WA,$50K to $500K,10,Corporation (Pty Ltd),Indigenous labour hire
a1G7F000000SmcRUAS,0017F00000ivcfAQAQ,Scope Solutions Indigenous Corporation,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Aboriginal Corporation (Registered with ORIC),Cultural awareness training; Mentoring and coaching; Training delivery & facilitation; Cultural events services; Cultural awareness training; Mentoring and coaching; Training delivery & facilitation; Cultural events services
a1GOd000000gJxWMAU,0012t00000BSbvUAAT,Karta Indigenous Services Pty Ltd,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,2,Corporation (Pty Ltd),Civil construction; Aggregates; Civil construction; Earthworks; Plant & equipment purchase & hire; Crushing & screening services; Civil construction; Aggregates; Civil construction; Earthworks; Plant & equipment purchase & hire; Crushing & screening services
