"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE11h.2","2020-21","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","26.9","24.3","39.9","52.9","45.8","np","36.7","np","37.2"
"SE11h.2","2020-21","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","12.3","7.9","16.2","23.5","20.5","np","19.6","np","14.1"
"SE11h.2","2020-21","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","275","52","603","387","98","np","11","np","1523"
"SE11h.2","2020-21","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","176","104","186","133","61","np","20","np","708"
"SE11h.2","2020-21","Young people first coming into youth justice system","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","1023","214","1513","732","214","78","30","288","4092"
"SE11h.2","2020-21","Young people first coming into youth justice system","10-17 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","1429","1317","1148","566","297","138","102","19","5016"
"SE11h.2","2020-21","Young people first coming into youth justice system","10-17 years old","All people","Unknown Indigenous status","Young people under youth justice supervision during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","173","5","38","0","8","13","2","5","244"
"SE11h.2","2019-20","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","25.4","25.7","39.5","52.1","46.2","15.9","33.3","32.5","37.3"
"SE11h.2","2019-20","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","12.3","7.7","17.3","24.8","21.7","14.5","15.5","6.3","14.4"
"SE11h.2","2019-20","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","230","54","618","395","90","11","10","99","1507"
"SE11h.2","2019-20","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Non-Indigenous young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","138","109","203","159","52","22","16","1","700"
"SE11h.2","2019-20","Young people first coming into youth justice system","10-17 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year","Number","","Aboriginal and Torres Strait Islander young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","904","210","1565","758","195","69","30","305","4036"
"SE11h.2","2019-20","Young people first coming into youth justice system","10-17 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year","Number","","Non-Indigenous young people","","10-17 years old","","","AIHW Youth justice in Australia","no.","1119","1412","1174","642","240","152","103","16","4858"
"SE11h.2","2019-20","Young people first coming into youth justice system","10-17 years old","All people","Unknown Indigenous status","Young people under youth justice supervision during the year","Number","","Indigenous status not stated","","10-17 years old","","","AIHW Youth justice in Australia","no.","122","4","15","0","4","9","0","5","159"
"SE11h.2","2018-19","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","28.5","22.4","40.3","51.5","48.8","np","23.1","np","38.0"
"SE11h.2","2018-19","Young people first coming into youth justice system","10-13 years old","All people","Non-Indigenous people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Proportion","","Non-Indigenous young people","","10-13 years old","","","Derived from AIHW Youth justice in Australia","%","12.3","9.9","17.3","21.6","23.5","np","14.8","np","14.9"
"SE11h.2","2018-19","Young people first coming into youth justice system","10-13 years old","All people","Aboriginal and Torres Strait Islander people","Young people under youth justice supervision during the year; aged 10-13 years at first supervision","Number","","Aboriginal and Torres Strait Islander young people","","10-13 years old","","","AIHW Youth justice in Australia","no.","334","58","713","491","124","np","9","np","1843"
