"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Service_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"17A.3","2021-22","Under supervision","10-17 years old","All people","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","1.9","1.3","4.9","3.8","1.8","1.5","2.3","19.8","2.8"
"17A.3","2020-21","Under supervision","10-17 years old","Males","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","137","94","197","86","20","7","6","29","578"
"17A.3","2020-21","Under supervision","10-17 years old","Females","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","14","8","23","10","5","1","2","3","66"
"17A.3","2020-21","Under supervision","10-17 years old","All people","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","151","102","221","96","25","8","8","32","644"
"17A.3","2020-21","Under supervision","10-17 years old","Males","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","3.4","3.0","7.1","6.1","2.3","2.7","3.0","21.5","4.5"
"17A.3","2020-21","Under supervision","10-17 years old","Females","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","0.4","0.3","0.9","0.8","0.6","0.3","0.8","2.2","0.5"
"17A.3","2020-21","Under supervision","10-17 years old","All people","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","1.9","1.7","4.1","3.5","1.5","1.5","1.9","12.2","2.6"
"17A.3","2019-20","Under supervision","10-17 years old","Males","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","175","109","167","93","28","13","10","22","617"
"17A.3","2019-20","Under supervision","10-17 years old","Females","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","18","10","23","11","7","1","4","2","75"
"17A.3","2019-20","Under supervision","10-17 years old","All people","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","193","119","190","104","35","14","14","24","692"
"17A.3","2019-20","Under supervision","10-17 years old","Males","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","4.4","3.5","6.1","6.8","3.3","4.8","5.1","16.4","4.9"
"17A.3","2019-20","Under supervision","10-17 years old","Females","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","0.5","0.3","0.9","0.9","0.8","0.3","2.0","1.6","0.6"
"17A.3","2019-20","Under supervision","10-17 years old","All people","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","2.5","2.0","3.6","3.9","2.1","2.7","3.6","9.2","2.8"
"17A.3","2018-19","Under supervision","10-17 years old","Males","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","183","100","203","110","34","11","6","33","681"
"17A.3","2018-19","Under supervision","10-17 years old","Females","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","21","11","33","13","4","1","2","3","87"
"17A.3","2018-19","Under supervision","10-17 years old","All people","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","204","111","236","124","38","12","8","36","769"
"17A.3","2018-19","Under supervision","10-17 years old","Males","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","4.7","3.3","7.6","8.3","4.1","4.1","3.1","24.9","5.5"
"17A.3","2018-19","Under supervision","10-17 years old","Females","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","0.6","0.4","1.3","1.1","0.5","0.2","0.9","2.1","0.7"
"17A.3","2018-19","Under supervision","10-17 years old","All people","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","2.7","1.9","4.6","4.8","2.3","2.2","2.0","13.8","3.2"
"17A.3","2017-18","Under supervision","10-17 years old","Males","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","207","108","177","128","39","9","10","37","714"
"17A.3","2017-18","Under supervision","10-17 years old","Females","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","23","12","30","8","4","1","2","3","83"
"17A.3","2017-18","Under supervision","10-17 years old","All people","All people","All areas","Detention-based supervision","","","Average daily number of young people","Detention","","","","AIHW (unpublished) Youth Justice National Minimum Dataset","no.","230","119","207","136","43","10","12","40","797"
"17A.3","2017-18","Under supervision","10-17 years old","Males","All people","All areas","Detention-based supervision","","","Rate (per 10000 young people)","Detention","","","","Derived from AIHW (unpublished) Youth Justice National Minimum Dataset; ABS National state and territory population - December","rate","5.4","3.6","6.8","9.9","4.7","3.4","5.3","27.8","5.9"
