"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","269.2"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","84.4"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","","ABS Crime Victimisation","'000","130.6","117.7","91.5","58.8","30.1","8.2","6.9","7.0","454.9"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","22.8","22.6","24.6","13.4","7.7","2.4","3.2","2.4","48.1"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","","ABS Crime Victimisation","'000","135.0","146.0","91.1","69.3","30.6","12.3","6.0","4.3","495.4"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","25.4","26.9","22.9","13.0","7.6","3.6","3.5","1.8","39.8"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","72.2"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","17.5"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","80.2"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","16.3"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2114.0","2399.3","2406.4","2869.0","2191.0","1967.8","2249.0","4943.5","2372.8"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","368.8","460.9","646.2","652.3","558.3","586.3","1040.3","1705.3","251.1"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2185.2","2976.2","2395.9","3381.3","2227.4","2951.8","1955.7","3036.7","2584.0"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","411.2","548.3","601.1","636.2","554.4","856.2","1153.8","1261.8","207.7"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","376.6"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","91.5"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","437.9"
"6A.15","2016-17","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","89.3"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","","ABS Crime Victimisation","'000","123.8","118.8","96.2","73.3","27.9","8.7","4.6","7.2","462.2"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","22.8","27.0","15.1","15.5","7.1","2.1","3.3","1.9","45.3"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","","ABS Crime Victimisation","'000","129.2","119.0","100.0","76.7","35.5","10.7","6.9","6.6","492.0"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","23.8","22.6","24.7","15.6","8.4","2.6","3.3","1.4","51.1"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","70.6"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","21.6"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","77.4"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","18.5"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2035.8","2474.9","2566.0","3608.3","2041.9","2099.9","1512.2","5031.4","2446.8"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","375.1","562.7","402.4","763.8","516.3","510.4","1084.8","1321.5","239.8"
"6A.15","2015-16","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2124.7","2479.1","2667.4","3775.7","2598.1","2582.7","2268.2","4612.2","2604.5"
