"Table_Number","Year","Measure","Indigenous_Status","Law_Enforced","Court_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust cts","Aust"
"7A.13","2016-17","Recurrent expenditure","All people","Civil","District/county","2023-24 dollars","Real income (excluding fines); civil","","District/county courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","19574","14438","6516","8075","2828","..","..","..","..","51431"
"7A.13","2016-17","Recurrent expenditure","All people","Civil","Magistrates' (excl. children's)","2023-24 dollars","Real income (excluding fines); civil","","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","33254","27756","9463","10124","5921","1036","2156","115","..","89825"
"7A.13","2016-17","Recurrent expenditure","All people","Civil","Children's","2023-24 dollars","Real income (excluding fines); civil","","Magistrates' courts","Children's courts","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","29","0","51","35","16","0","0","4","..","136"
"7A.13","2016-17","Recurrent expenditure","All people","Civil","Magistrates' (total)","2023-24 dollars","Real income (excluding fines); civil","","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","33283","27756","9514","10159","5937","1036","2156","119","..","89961"
"7A.13","2016-17","Recurrent expenditure","All people","Civil","Federal Court of Australia","2023-24 dollars","Real income (excluding fines); civil","","Federal Court of Australia","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","..","..","..","..","..","..","..","..","22195","22195"
"7A.13","2016-17","Recurrent expenditure","All people","Civil","Family","2023-24 dollars","Real income (excluding fines); civil","","WA Family court","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","..","..","..","8022","..","..","..","..","..","8022"
"7A.13","2016-17","Recurrent expenditure","All people","Civil","FCFCOA (Division 1) and FCFCOA (Division 2)","2023-24 dollars","Real income (excluding fines); civil","","FCFCOA (Division 1) and FCFCOA (Division 2)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","..","..","..","..","..","..","..","..","78978","78978"
"7A.13","2016-17","Recurrent expenditure","All people","Civil","Coroners'","2023-24 dollars","Real income (excluding fines); civil","","Coroners' courts","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","54","0","522","87","39","6","56","18","..","782"
"7A.13","2016-17","Recurrent expenditure","All people","Civil","Supreme (probate only)","2023-24 dollars","Real income (excluding fines); civil","","Supreme courts (probate only)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","46614","9709","8535","3154","12610","2015","1594","310","..","84540"
"7A.13","2015-16","Recurrent expenditure","All people","Criminal","All criminal courts","2023-24 dollars","Real income (excluding fines); criminal","","All criminal courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","18292","0","2266","9664","2328","1076","430","757","..","34812"
"7A.13","2015-16","Recurrent expenditure","All people","Criminal","Supreme","2023-24 dollars","Real income (excluding fines); criminal","","Supreme courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","70","0","103","187","572","0","68","633","..","1632"
"7A.13","2015-16","Recurrent expenditure","All people","Criminal","District/county","2023-24 dollars","Real income (excluding fines); criminal","","District/county courts","","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","4247","0","360","190","743","..","..","..","..","5540"
"7A.13","2015-16","Recurrent expenditure","All people","Criminal","Magistrates' (excl. children's)","2023-24 dollars","Real income (excluding fines); criminal","","Magistrates' courts","Magistrates' courts only (excl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","13976","0","1585","9227","997","1076","361","115","..","27337"
"7A.13","2015-16","Recurrent expenditure","All people","Criminal","Children's","2023-24 dollars","Real income (excluding fines); criminal","","Magistrates' courts","Children's courts","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","219","60","16","0","0","8","..","303"
"7A.13","2015-16","Recurrent expenditure","All people","Criminal","Magistrates' (total)","2023-24 dollars","Real income (excluding fines); criminal","","Magistrates' courts","Total magistrates' courts (incl. children's courts)","","","Derived from State and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","13976","0","1803","9287","1013","1076","361","124","..","27639"
"7A.13","2015-16","Recurrent expenditure","All people","Civil","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","2023-24 dollars","Real income (excluding fines); civil","","All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts)","","","","Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","83225","54430","24651","24748","14008","1932","3861","1152","..","208005"
