"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","CS_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"8A.2","2015-16","Real net operating expenditure","Adults","All people","All people","Prisons and community corrections","2023-24 dollars","Real net operating expenditure","Total prisons and community corrections","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1084541","970884","696513","738830","298059","84175","75400","172286","4120687"
"8A.2","2015-16","Real net operating expenditure","Adults","All people","All people","Prisons and community corrections","2023-24 dollars","Real net operating expenditure","Total prisons and community corrections plus depreciation","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1193715","1055380","852621","784429","321049","89352","82757","189812","4569114"
"8A.2","2014-15","Real net operating expenditure","Adults","All people","All people","Prison","2023-24 dollars","Real net operating expenditure","Prisons","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","909124","763818","559661","662640","222037","68899","50927","145449","3382555"
"8A.2","2014-15","Real net operating expenditure","Adults","All people","All people","Community correction","2023-24 dollars","Real net operating expenditure","Community Corrections","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","184063","125535","103434","92110","45271","12030","14965","22906","600314"
"8A.2","2014-15","Real net operating expenditure","Adults","All people","All people","Prisons and community corrections","2023-24 dollars","Real net operating expenditure","Total prisons and community corrections","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1093187","889352","663095","754750","267308","80928","65892","168355","3982868"
"8A.2","2014-15","Real net operating expenditure","Adults","All people","All people","Prisons and community corrections","2023-24 dollars","Real net operating expenditure","Total prisons and community corrections plus depreciation","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1205983","956108","813057","796074","288746","84262","72653","188068","4404952"
"8A.3","2023-24","Correctional custodial facilities","Adults","All people","All people","Prison","","Correctional custodial facilities","Number; at 30 June","Government operated prisons","","","State and territory governments (unpublished)","no.","28","11","14","16","7","5","1","4","86"
"8A.3","2023-24","Correctional custodial facilities","Adults","All people","All people","Prison","","Correctional custodial facilities","Number; at 30 June","Privately operated prisons","","","State and territory governments (unpublished)","no.","3","3","0","1","2","0","0","0","9"
"8A.3","2023-24","Correctional custodial facilities","Adults","All people","All people","Prison","","Correctional custodial facilities","Number; at 30 June","Transitional centres","","","State and territory governments (unpublished)","no.","2","1","0","0","0","0","1","0","4"
"8A.3","2023-24","Correctional custodial facilities","Adults","All people","All people","Prison","","Correctional custodial facilities","Number; at 30 June","24-hour court cell complexes","","","State and territory governments (unpublished)","no.","14","0","0","0","0","0","0","0","14"
"8A.3","2023-24","Correctional custodial facilities","Adults","All people","All people","Prison","","Correctional custodial facilities","Number; at 30 June","Total","","","Derived from State and territory governments (unpublished)","no.","47","15","14","17","9","5","2","4","113"
"8A.3","2023-24","Correctional custodial facilities","Adults","All people","All people","Prison","","Correctional custodial facilities","Prison capacity (annual average)","Open","","","State and territory governments (unpublished)","no.","3851","1050","812","1166","374","31","20","1036","8340"
"8A.3","2023-24","Correctional custodial facilities","Adults","All people","All people","Prison","","Correctional custodial facilities","Prison capacity (annual average)","Secure","","","State and territory governments (unpublished)","no.","11613","7862","10252","6766","3099","866","424","1195","42076"
"8A.3","2023-24","Correctional custodial facilities","Adults","All people","All people","Prison","","Correctional custodial facilities","Prison capacity (annual average)","Total","","","Derived from State and territory governments (unpublished)","no.","15464","8912","11064","7931","3473","897","444","2231","50416"
"8A.4","2023-24","Prisoner population","Adults","Males","All people","Prison","","Prisoner population","Daily average","Male","","","Derived from State and territory governments (unpublished)","no.","11635","5956","9571","6439","2942","710","365","2088","39705"
"8A.4","2023-24","Prisoner population","Adults","Females","All people","Prison","","Prisoner population","Daily average","Female","","","Derived from State and territory governments (unpublished)","no.","825","307","1010","704","242","57","24","127","3296"
